Day,Month,Year,Temperature,Precipitation,Special Occasion,Qty
1,1,1950,33.82026172983832,12.000786041836117,1,23
2,1,1950,26.851276924542308,15.20265375461982,1,12
3,1,1950,31.330592649288892,7.470617301197441,1,37
4,1,1950,27.421560770603325,12.895702393533643,1,38
5,1,1950,32.07188593885985,9.379746678043269,1,39
6,1,1950,26.565338508254506,5.729521303491376,1,20
7,1,1950,12.235050920829607,13.268092977201803,1,31
8,1,1950,20.778845677093866,13.528204050253827,1,24
9,1,1950,32.313702237242026,17.675145645595915,1,9
10,1,1950,19.60860998708455,16.977361351530323,1,6
11,1,1950,19.86910611073828,12.387627346125486,1,20
12,1,1950,19.757235174664537,2.8999103141051243,1,31
13,1,1950,22.451739091241734,7.809628491944068,1,28
14,1,1950,21.28071958565084,-2.587185513977367,1,35
15,1,1950,26.55681751638395,6.119897665382296,1,29
16,1,1950,25.72039557304881,11.992710514602805,1,37
17,1,1950,24.859088858306727,12.141659352652088,2,47
18,1,1950,23.12167051917618,9.808881812776637,1,31
19,1,1950,23.17832844032844,6.606113052726096,1,22
20,1,1950,26.65267202819252,2.8208579697670384,1,38
21,1,1950,20.46350817808379,10.259726978980694,1,30
22,1,1950,27.141517832540114,14.981389172738007,1,26
23,1,1950,26.707936979720685,3.74556891971344,1,28
24,1,1950,20.008088229947756,8.161811985511262,1,22
25,1,1950,22.288182093433566,1.401638106838675,1,28
26,1,1950,26.38498452548685,13.948335652723674,1,34
27,1,1950,26.943583161658292,9.793680696613215,1,33
28,1,1950,33.63819560083399,5.658237135848577,1,34
29,1,1950,30.49820986334747,14.699484903990019,1,39
30,1,1950,20.049199287448356,19.361970392629622,1,14
31,1,1950,34.02201983082119,8.752893368295412,1,35
1,2,1950,27.620879729627966,11.725565850079896,1,26
2,2,1950,34.614710132401925,17.402573957172123,1,17
3,2,1950,22.555191084108955,8.100387773041211,1,23
4,2,1950,25.44865363450654,10.574269397722608,1,20
5,2,1950,23.623236288891853,6.267147755878173,1,25
6,2,1950,26.88212765577815,4.502996047079027,1,39
7,2,1950,23.737662015643554,15.199233937173567,1,12
8,2,1950,25.964304316047674,7.895675897888559,1,38
9,2,1950,31.71977209792466,5.908895193356542,1,22
10,2,1950,14.38743994556615,9.31116594529805,1,20
11,2,1950,21.820769608105596,13.382166474732498,1,36
12,2,1950,32.40756637690576,18.296383203397873,1,8
13,2,1950,30.986609903213804,19.41676928957655,1,14
14,2,1950,29.448771549358437,4.2185926587195475,1,37
